id,affiliate_link,created_at,image_url,price,product_description,product_description_thai,product_name,product_name_thai,updated_at,platform,category,subcategory,brand,store_link,highlighted,pre_list
40,https://s.shopee.co.th/4pzWkKv8RX,2025-02-24 8:25:18,https://www.dropbox.com/scl/fi/zz7p8nvzft4la2sybskab/Beaba-Changing-table.png?rlkey=mdxfhxbsd2dh6ewyf7ki6w0nz&st=6olf1l54&dl=0,2490,"Foldable changing table with foot support for secure diaper changes, featuring high guards, removable cushion, and storage drawers.",โต๊ะเปลี่ยนผ้าอ้อมพับได้พร้อมขาตั้ง รองรับน้ำหนักดี มีขอบกันตก เบาะนุ่มถอดล้างได้และลิ้นชักเก็บของ.,Camélé’O Changing Table,โต๊ะเปลี่ยนผ้าอ้อม Camélé’O,2025-02-24 8:25:18,Shopee,Fourniture,Changing table,Beaba,,FALSE,Baby shower
41,https://s.shopee.co.th/AUdulQnJKa,2025-02-24 8:25:18,https://www.dropbox.com/scl/fi/q8h0qnz6im77xq4j9lpes/Diaper-bin.png?rlkey=rdwhvxt4c461wco6t7js4b86e&st=272unrui&dl=0,281,"Lock odors effectively with this 7-layer thickened diaper bag, designed to trap unpleasant smells and keep your home fresh. Compatible with Genie, Angelcare, and Locker diaper buckets, each bag holds up to 4 diapers and lasts up to 2 months. Eco-friendly and easy to remove without exposure to used diapers.","กักเก็บกลิ่นไม่พึงประสงค์ได้อย่างมีประสิทธิภาพด้วยถุงผ้าอ้อมหนา 7 ชั้น ออกแบบให้ดักจับกลิ่นเพื่อให้บ้านของคุณมีกลิ่นหอมสดชื่น เข้ากันได้กับถังขยะผ้าอ้อม Genie, Angelcare และ Locker แต่ละใบสามารถใส่ผ้าอ้อมได้ถึง 4 ชิ้นและใช้งานได้ยาวนานถึง 2 เดือน เป็นมิตรกับสิ่งแวดล้อมและถอดออกได้ง่ายโดยไม่สัมผัสกับผ้าอ้อมที่ใช้แล้ว",4pcs compatible genie diaper bucket Bin bag thickened 7-layer bag to lock odor,4 ชิ้น ถุงรีฟิลสำหรับถังขยะผ้าอ้อม Genie หนา 7 ชั้น เพื่อกักเก็บกลิ่น,2025-02-24 8:25:18,Shopee,Hygiene,Diaper trash,-,,FALSE,Baby shower
42,https://s.shopee.co.th/10mwHFymvH,2025-02-24 8:25:18,https://www.dropbox.com/scl/fi/jcnnlbljytsvmzasv19c6/httpss.shopee.co.th40QR3RXdtH-copie.png?rlkey=2h01fkcyizu2e2v7mrssnabhs&st=uqny7gwz&dl=0,1090,"100% organic cotton multipurpose muslin cloth diapers with a double-layer design. They are soft, quick-drying, breathable, printed with non-toxic colors, machine washable, and suitable for use from birth. (70 x 70 cm, 83 g)","ผ้าอ้อมอเนกประสงค์จากคอตตอนมัสลินออร์แกนิค 100% ทอ 2 ชั้น ให้ความนุ่ม แห้งเร็ว ระบายอากาศได้ดี พิมพ์สี Non-Toxic ปลอดสารเคมี ใช้ได้หลากหลายทั้งเป็นผ้าห่ม, ผ้ากันน้ำลาย, ผ้ากันเปื้อน, ผ้ารองเปลี่ยนผ้าอ้อม, ผ้ารองเบาะรถเข็น หรือผ้าเช็ด ทำความสะอาด และสามารถซักในเครื่อง ใช้ได้ตั้งแต่แรกเกิด (ขนาด 70 x 70 ซม., น้ำหนัก 83 กรัม)","BEABA Multipurpose Cloth Diapers (Pack of 3) – Organic Cotton, Hedgehog Brown","BEABA ผ้าอ้อมอเนกประสงค์ (แพ็ค 3 ชิ้น) – คอตตอนออร์แกนิค, Hedgehog Brown",2025-02-24 8:25:18,Shopee,Linen,Lange,Beaba,,,
43,https://invol.co/clm59vw?url=https%3A%2F%2Fwww.central.co.th%2Fth%2Fmamaspapasonline-playmat-welcome-to-the-world-duckling-cream-cds17680295%2F,2025-02-24 8:25:18,https://www.dropbox.com/scl/fi/ricp7mq0af7l34ysaw9kg/papa-et-maman-mat.png?rlkey=6fqdgg5fw9sji3izfsf5a43up&st=l849zk3v&dl=0,5391,"Comfortable baby mattress with a duckling theme, faux fur base, and sensory interactive toys.",เบาะนอนเด็กเป็ดน้อย สบาย นุ่ม พร้อมของเล่นเสริมพัฒนาการและเบสผ้าขนสัตว์,Duckling Mattress,เบาะนอนเป็ดน้อย,2025-02-24 8:25:18,Central Group,Fourniture,Mat - Play Mat,Mamas & Papas,,FALSE,Baby shower
44,https://s.shopee.co.th/40QR3RXdtH,2025-02-24 8:25:18,https://www.dropbox.com/scl/fi/g2q7r8rpzna1jor9zzqx5/Bouncer-ergobaby.png?rlkey=i7elzevkg0paqx61u1ixk4bq3&st=f94og80u&dl=0,8910,"A versatile 3-in-1 bouncer designed to grow with your child, suitable from newborn to toddler (up to 13 kg). Features an ergonomic bassinet design with an infant insert, soft knit and breathable mesh fabrics, three height adjustment levels with a foot pedal and security lock, and folds flat for easy storage.","เปลนอนอัจฉริยะ 3-in-1 ที่ออกแบบให้ใช้งานได้ตั้งแต่แรกเกิดจนถึงวัยหัดเดิน (รับน้ำหนักสูงสุด 13 กิโลกรัม) มาพร้อมดีไซน์เออร์โกโนมิก เบาะรองสำหรับวัยแรกเกิด, ผ้าทอ Soft Knit และผ้าตาข่ายระบายอากาศ, ปรับระดับความสูงได้ 3 ขั้นด้วยแป้นเหยียบและ Security Lock และสามารถพับเก็บได้ง่าย.",Ergobaby 3-in-1 Evolve Bouncer - Light Grey,Ergobaby (เออร์โกเบบี้) เปลนอนอัจฉริยะ Evolve Bouncer - Light Grey สำหรับวัยแรกเกิด - 13 กิโลกรัม,2025-02-24 8:25:18,Shopee,Fourniture,Bouncer,Ergobaby,,FALSE,Baby shower
45,https://invol.co/clm59xv?url=https%3A%2F%2Fwww.central.co.th%2Fth%2Fchildhome-evolux-bouncer-natural-white-with-jersey-cover-hearts-mkp1318780%2F,2025-02-24 8:25:18,https://www.dropbox.com/scl/fi/mtthjamcdr49bm44o09aw/Maison-d-enfance.png?rlkey=jf6sknp5zpjr9jxw2j03jwupe&st=vwoga6i6&dl=0,6360,"Adjustable bouncer with removable cushion and 3-point harness, offering gentle rocking for infants up to 9kg.",เก้าอี้โยกสำหรับเด็กที่ปรับได้ พร้อมปลอกนุ่มถอดล้างได้และสายคาด 3 จุด รองรับเด็กรับน้ำหนักสูงสุด 9กก.,White Bouncer with Cushion,เก้าอี้โยกพร้อมปลอก สีขาว,2025-02-24 8:25:18,Central Group,Fourniture,Bouncer,Maison d'enfance,,FALSE,Baby shower
46,https://s.shopee.co.th/20fMgRxLo5,2025-02-24 8:25:18,https://www.dropbox.com/scl/fi/4gh18q1502u55buijtuwf/Beaba-bouncer.png?rlkey=z2n6xg257wz2gdhc5ge5bnvrf&st=ug82c05h&dl=0,6590,A versatile infant bouncer featuring a newborn seat with 12 adjustable settings (4 height levels and 3 recline positions) and convertible to a rocker. Includes a 5-point safety harness and supports up to 9 kg. Made with durable materials. Dimensions: 87 x 51 x 52 cm; Weight: 5 kg.,"เก้าอี้โยกเอนกประสงค์สำหรับเด็กแรกเกิด ที่ปรับได้ 12 แบบ (4 ระดับความสูง, 3 ระดับการเอียง) และสามารถเปลี่ยนเป็นเปลโยกได้ มาพร้อมสายรัดความปลอดภัย 5 จุด รองรับน้ำหนักได้ถึง 9 kg ผลิตจากวัสดุทนทาน ขนาด 87 x 51 x 52 ซม.; น้ำหนัก 5 kg.",BEABA Up & Down Bouncer III - YELLOW PALM TREE,BEABA เก้าอี้โยกเอนกประสงค์ Up & Down Bouncer III - YELLOW PALM TREE,2025-02-24 8:25:18,Shopee,Fourniture,Bouncer,Beaba,,FALSE,Baby shower
47,https://s.shopee.co.th/5VFErCkkNF,2025-02-24 8:25:18,https://www.dropbox.com/scl/fi/hklfqe9nqcnbe4pidkki7/Night-light.png?rlkey=fcahfihqe0l2k5o6liujbuzfw&st=se9gmq93&dl=0,37,"0.6W LED Night Light that illuminates when pressed. Features stepless dimming and magnetic mounting. Provides soft, non-glare light suitable for various settings such as bedrooms, living rooms, and study areas. Ideal for wall, wardrobe, stairs, or entrance installation. USB rechargeable.",ไฟกลางคืน 0.6 w เมื่อกดแล้วสว่าง มีฟังก์ชั่นลดแสงแบบ Stepless และติดตั้งด้วยแม่เหล็ก ดูดซับง่าย ให้แสงนุ่มนวลไม่ทำร้ายตา เหมาะสำหรับติดผนัง ตู้เสื้อผ้า บันได หรือทางเข้าบ้าน ใช้งานได้ในหลากหลายสถานที่ เช่น ห้องนอน ห้องนั่งเล่น และห้องเรียน พร้อมชาร์จผ่าน USB.,0.6W LED Bedside Lamp - Magnetic Wall Mount & USB Charging LED Button Night Light,โคมไฟหัวเตียง 0.6 w LED โคมไฟ ยึดผนังด้วยแม่เหล็ก ชาร์จ LED Button Night Light,2025-02-24 8:25:18,Shopee,Fourniture,Nightlight,-,,FALSE,Baby shower
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,FALSE,Baby shower
